salted,reading,word
_習_俗_移_性,습속이성,習俗移性
_習_與_性_成,습여성성,習與性成
_老_馬_之_智,노마지지,老馬之智
_考_古_學_界,고고학계,考古學界
_考_古_學_的,고고학적,考古學的
_考_古_學_者,고고학자,考古學者
_考_證_學_的,고증학적,考證學的
_而_立_之_年,이립지년,而立之年
_耕_當_問_奴,경당문노,耕當問奴
_耕_者_有_田,경자유전,耕者有田
_耳_目_口_鼻,이목구비,耳目口鼻
_耳_順_之_年,이순지년,耳順之年
_聖_人_君_子,성인군자,聖人君子
_聖_木_曜_日,성목요일,聖木曜日
_聖_經_全_書,성경전서,聖經全書
_聞_一_知_十,문일지십,聞一知十
_聯_合_考_査,연합고사,聯合考査
_聯_合_通_信,연합통신,聯合通信
_聯_合_體_的,연합체적,聯合體的
_聯_隊_長_室,연대장실,聯隊長室
_聲_帶_模_寫,성대모사,聲帶模寫
_聲_振_林_木,성진임목,聲振林木
_聲_東_擊_西,성동격서,聲東擊西
_聲_聞_過_情,성문과정,聲聞過情
_聲_音_笑_貌,성음소모,聲音笑貌
_職_業_倫_理,직업윤리,職業倫理
_職_業_女_性,직업여성,職業女性
_職_業_意_識,직업의식,職業意識
_肉_山_脯_林,육산포림,肉山脯林
_肉_腐_出_蟲,육부출충,肉腐出蟲
_肉_頭_文_字,육두문자,肉頭文字
_肉_體_勞_動,육체노동,肉體勞動
_肝_硬_變_症,간경변증,肝硬變症
_肝_膽_相_照,간담상조,肝膽相照
_股_肱_之_臣,고굉지신,股肱之臣
_肥_肉_大_酒,비육대주,肥肉大酒
_育_成_會_費,육성회비,育成會費
_育_成_會_長,육성회장,育成會長
_背_任_受_財,배임수재,背任受財
_背_囊_旅_行,배낭여행,背囊旅行
_背_山_臨_水,배산임수,背山臨水
_背_恩_忘_德,배은망덕,背恩忘德
_背_暗_投_明,배암투명,背暗投明
_背_水_之_陣,배수지진,背水之陣
_胥_動_浮_言,서동부언,胥動浮言
_胸_部_外_科,흉부외과,胸部外科
_能_小_能_大,능소능대,能小能大
_能_手_能_爛,능수능란,能手能爛
_脣_亡_齒_寒,순망치한,脣亡齒寒
_脣_腐_齒_落,순부치락,脣腐齒落
_脫_冷_戰_期,탈냉전기,脫冷戰期
_脫_性_別_化,탈성별화,脫性別化
_脫_政_治_化,탈정치화,脫政治化
_脫_政_治_的,탈정치적,脫政治的
_脫_日_常_性,탈일상성,脫日常性
_脫_構_造_化,탈구조화,脫構造化
_脫_近_代_的,탈근대적,脫近代的
_脾_肉_之_嘆,비육지탄,脾肉之嘆
_腐_腸_之_藥,부장지약,腐腸之藥
_腦_下_垂_體,뇌하수체,腦下垂體
_腦_大_腸_小,뇌대장소,腦大腸小
_膏_황_之_疾,고황지질,膏황之疾
_膏_粱_珍_味,고량진미,膏粱珍味
_膝_甲_盜_賊,슬갑도적,膝甲盜賊
_膠_柱_鼓_瑟,교주고슬,膠柱鼓瑟
_膨_脹_主_義,팽창주의,膨脹主義
_臂_不_外_曲,비불외곡,臂不外曲
_臥_薪_嘗_膽,와신상담,臥薪嘗膽
_臥_遊_江_山,와유강산,臥遊江山
_臥_龍_鳳_雛,와룡봉추,臥龍鳳雛
_臨_戰_無_退,임전무퇴,臨戰無退
_臨_戰_無_退,임전무퇴,臨戰無退
_臨_時_方_便,임시방편,臨時方便
_臨_時_變_通,임시변통,臨時變通
_臨_機_應_變,임기응변,臨機應變
_臨_機_應_變,임기응변,臨機應變
_臨_河_羨_魚,임하선어,臨河羨魚
_臨_渴_掘_井,임갈굴정,臨渴掘井
_臨_農_奪_耕,임농탈경,臨農奪耕
_自_下_達_上,자하달상,自下達上
_自_中_之_亂,자중지란,自中之亂
_自_主_國_防,자주국방,自主國防
_自_主_獨_立,자주독립,自主獨立
_自_主_精_神,자주정신,自主精神
_自_他_共_認,자타공인,自他共認
_自_作_之_孼,자작지얼,自作之孼
_自_信_滿_滿,자신만만,自信滿滿
_自_初_至_終,자초지종,自初至終
_自_力_更_生,자력갱생,自力更生
_自_動_人_形,자동인형,自動人形
_自_動_學_科,자동학과,自動學科
_自_動_車_社,자동차사,自動車社
_自_動_車_稅,자동차세,自動車稅
_自_動_車_館,자동차관,自動車館
_自_古_以_來,자고이래,自古以來
_自_問_自_答,자문자답,自問自答
_自_家_撞_着,자가당착,自家撞着
_自_家_運_轉,자가운전,自家運轉
_自_尊_心_論,자존심론,自尊心論
_自_己_中_心,자기중심,自己中心
_自_己_主_張,자기주장,自己主張
_自_己_反_省,자기반성,自己反省
_自_己_宣_傳,자기선전,自己宣傳
_自_己_實_現,자기실현,自己實現
_自_己_意_識,자기의식,自己意識
_自_己_感_情,자기감정,自己感情
_自_己_批_判,자기비판,自己批判
_自_己_欺_瞞,자기기만,自己欺瞞
_自_己_滿_足,자기만족,自己滿足
_自_己_犧_牲,자기희생,自己犧牲
_自_己_矛_盾,자기모순,自己矛盾
_自_己_紹_介,자기소개,自己紹介
_自_己_表_現,자기표현,自己表現
_自_己_規_定,자기규정,自己規定
_自_己_辯_護,자기변호,自己辯護
_自_己_陶_醉,자기도취,自己陶醉
_自_强_不_息,자강불식,自强不息
_自_愧_之_心,자괴지심,自愧之心
_自_慰_行_爲,자위행위,自慰行爲
_自_我_實_現,자아실현,自我實現
_自_我_意_識,자아의식,自我意識
_自_我_批_判,자아비판,自我批判
_自_我_陶_醉,자아도취,自我陶醉
_自_手_成_家,자수성가,自手成家
_自_是_之_癖,자시지벽,自是之癖
_自_暴_自_棄,자포자기,自暴自棄
_自_業_自_得,자업자득,自業自得
_自_激_之_心,자격지심,自激之心
_自_然_主_義,자연주의,自然主義
_自_然_保_護,자연보호,自然保護
_自_然_景_觀,자연경관,自然景觀
_自_然_條_件,자연조건,自然條件
_自_然_治_療,자연치료,自然治療
_自_然_法_則,자연법칙,自然法則
_自_然_法_的,자연법적,自然法的
_自_然_淘_汰,자연도태,自然淘汰
_自_然_災_害,자연재해,自然災害
_自_然_現_象,자연현상,自然現象
_自_然_環_境,자연환경,自然環境
_自_然_食_品,자연식품,自然食品
_自_營_業_者,자영업자,自營業者
_自_由_主_義,자유주의,自由主義
_自_由_化_率,자유화율,自由化率
_自_由_奔_放,자유분방,自由奔放
_自_由_思_想,자유사상,自由思想
_自_由_意_思,자유의사,自由意思
_自_由_放_任,자유방임,自由放任
_自_由_精_神,자유정신,自由精神
_自_由_職_種,자유직종,自由職種
_自_由_自_在,자유자재,自由自在
_自_由_選_擧,자유선거,自由選擧
_自_畵_自_讚,자화자찬,自畵自讚
_自_給_自_足,자급자족,自給自足
_自_繩_自_縛,자승자박,自繩自縛
_自_行_自_止,자행자지,自行自止
_自_賤_他_拜,자천타배,自賤他拜
_自_閉_症_兒,자폐증아,自閉症兒
_自_頭_至_尾,자두지미,自頭至尾
_至_上_主_義,지상주의,至上主義
_至_上_命_令,지상명령,至上命令
_至_公_無_私,지공무사,至公無私
_至_誠_感_天,지성감천,至誠感天
_至_近_之_處,지근지처,至近之處
_至_近_距_離,지근거리,至近距離
_至_高_至_上,지고지상,至高至上
_至_高_至_純,지고지순,至高至純
_與_世_推_移,여세추이,與世推移
_與_小_野_大,여소야대,與小野大
_與_民_同_樂,여민동락,與民同樂
_興_亡_盛_衰,흥망성쇠,興亡盛衰
_興_味_津_津,흥미진진,興味津津
_舊_上_流_層,구상류층,舊上流層
_舊_態_依_然,구태의연,舊態依然
_舊_政_治_人,구정치인,舊政治人
_舊_時_代_的,구시대적,舊時代的
_舊_石_器_人,구석기인,舊石器人
_舊_面_知_己,구면지기,舊面知己
_舌_乾_脣_焦,설건순초,舌乾脣焦
_舌_根_未_乾,설근미건,舌根未乾
_舌_芒_于_劍,설망우검,舌芒于劍
_舍_本_治_末,사본치말,舍本治末
_舍_短_取_長,사단취장,舍短取長
_舍_車_而_徒,사거이도,舍車而徒
_舍_近_交_遠,사근교원,舍近交遠
_舐_犢_之_愛,지독지애,舐犢之愛
_舞_踊_劇_的,무용극적,舞踊劇的
_舞_踊_學_科,무용학과,舞踊學科
_舞_蹈_會_場,무도회장,舞蹈會場
_舟_中_敵_國,주중적국,舟中敵國
_航_空_寫_眞,항공사진,航空寫眞
_航_空_母_艦,항공모함,航空母艦
_航_空_管_制,항공관제,航空管制
_良_弓_難_張,양궁난장,良弓難張
_良_心_宣_言,양심선언,良心宣言
_良_知_良_能,양지양능,良知良能
_良_禽_擇_木,양금택목,良禽擇木
_良_金_美_玉,양금미옥,良金美玉
_艱_難_辛_苦,간난신고,艱難辛苦
_色_卽_是_空,색즉시공,色卽是空
_芒_刺_在_背,망자재배,芒刺在背
_芝_蘭_之_交,지란지교,芝蘭之交
_苛_斂_誅_求,가렴주구,苛斂誅求
_苟_安_偸_生,구안투생,苟安偸生
_若_不_勝_衣,약불승의,若不勝衣
_若_合_符_節,약합부절,若合符節
_苦_心_焦_思,고심초사,苦心焦思
_苦_生_苦_生,고생고생,苦生苦生
_苦_盡_甘_來,고진감래,苦盡甘來
_苦_肉_之_策,고육지책,苦肉之策
_苦_肉_之_計,고육지계,苦肉之計
_苦_集_滅_道,고집멸도,苦集滅道
_英_文_學_科,영문학과,英文學科
_英_文_學_者,영문학자,英文學者
_英_雄_豪_傑,영웅호걸,英雄豪傑
_英_韓_辭_典,영한사전,英韓辭典
_茫_然_自_失,망연자실,茫然自失
_茫_茫_大_海,망망대해,茫茫大海
_茶_禮_用_品,차례용품,茶禮用品
_茶_酒_煎_子,찻주전자,茶酒煎子
_草_根_木_皮,초근목피,草根木皮
_荏_子_水_湯,임자수탕,荏子水湯
_荒_唐_無_稽,황당무계,荒唐無稽
_莊_周_之_夢,장주지몽,莊周之夢
_莫_上_莫_下,막상막하,莫上莫下
_莫_無_可_奈,막무가내,莫無可奈
_莫_逆_之_友,막역지우,莫逆之友
_菽_水_之_供,숙수지공,菽水之供
_菽_麥_不_辨,숙맥불변,菽麥不辨
_萬_世_不_易,만세불역,萬世不易
_萬_乘_之_國,만승지국,萬乘之國
_萬_事_亨_通,만사형통,萬事亨通
_萬_事_休_矣,만사휴의,萬事休矣
_萬_事_如_意,만사여의,萬事如意
_萬_人_之_上,만인지상,萬人之上
_萬_全_之_計,만전지계,萬全之計
_萬_口_一_談,만구일담,萬口一談
_萬_古_不_變,만고불변,萬古不變
_萬_古_常_靑,만고상청,萬古常靑
_萬_古_風_霜,만고풍상,萬古風霜
_萬_壑_千_峰,만학천봉,萬壑千峰
_萬_壽_無_疆,만수무강,萬壽無疆
_萬_彙_群_象,만휘군상,萬彙群象
_萬_有_引_力,만유인력,萬有引力
_萬_波_息_笛,만파식적,萬波息笛
_萬_物_博_士,만물박사,萬物博士
_萬_病_通_治,만병통치,萬病通治
_萬_端_愁_心,만단수심,萬端愁心
_萬_能_主_義,만능주의,萬能主義
_萬_華_鏡_的,만화경적,萬華鏡的
_萬_萬_不_當,만만부당,萬萬不當
_萬_覇_不_聽,만패불청,萬覇不聽
_萬_里_他_國,만리타국,萬里他國
_萬_里_他_鄕,만리타향,萬里他鄕
_萬_頃_蒼_波,만경창파,萬頃蒼波
_落_下_傘_兵,낙하산병,落下傘兵
_落_下_傘_式,낙하산식,落下傘式
_落_張_不_入,낙장불입,落張不入
_落_心_千_萬,낙심천만,落心千萬
_落_月_屋_梁,낙월옥량,落月屋梁
_落_眉_之_厄,낙미지액,落眉之厄
_落_花_流_水,낙화유수,落花流水
_落_落_長_松,낙락장송,落落長松
_落_落_長_松,낙락장송,落落長松
_葉_落_知_秋,엽락지추,葉落知秋
_著_作_權_性,저작권성,著作權性
_著_作_權_者,저작권자,著作權者
_著_作_物_性,저작물성,著作物性
_著_名_人_士,저명인사,著名人士
_葛_藤_論_的,갈등론적,葛藤論的
_蒙_昧_主_義,몽매주의,蒙昧主義
_蓋_世_之_才,개세지재,蓋世之才
_蓬_萊_弱_水,봉래약수,蓬萊弱水
_蓬_蒿_滿_宅,봉호만택,蓬蒿滿宅
_蓬_頭_亂_髮,봉두난발,蓬頭亂髮
_蓮_花_世_界,연화세계,蓮花世界
_蔓_衍_體_型,만연체형,蔓衍體型
_薄_志_弱_行,박지약행,薄志弱行
_薄_脣_輕_言,박순경언,薄脣輕言
_薄_荷_沙_糖,박하사탕,薄荷沙糖
_藉_口_之_端,자구지단,藉口之端
_藝_術_學_科,예술학과,藝術學科
_藝_術_家_村,예술가촌,藝術家村
_藝_術_家_的,예술가적,藝術家的
_藝_術_家_賞,예술가상,藝術家賞
_藝_術_祭_賞,예술제상,藝術祭賞
_藝_術_論_者,예술론자,藝術論者
_藝_體_能_係,예체능계,藝體能係
_藥_房_甘_草,약방감초,藥房甘草
_藥_石_之_言,약석지언,藥石之言
_藥_籠_中_物,약롱중물,藥籠中物
_虎_狼_-_神,호랑이신,虎狼-神
_虎_視_眈_眈,호시탐탐,虎視眈眈
_虛_僞_意_識,허위의식,虛僞意識
_虛_張_聲_勢,허장성세,虛張聲勢
_虛_心_坦_懷,허심탄회,虛心坦懷
_虛_無_主_義,허무주의,虛無主義
_虛_無_孟_浪,허무맹랑,虛無孟浪
_虛_送_歲_月,허송세월,虛送歲月
_蚌_鷸_之_爭,방휼지쟁,蚌鷸之爭
_蛇_心_佛_口,사심불구,蛇心佛口
_蜂_準_長_目,봉준장목,蜂準長目
_蜂_目_豺_聲,봉목시성,蜂目豺聲
_蜂_蝶_隨_香,봉접수향,蜂蝶隨香
_蝸_角_之_爭,와각지쟁,蝸角之爭
_螳_螂_拒_轍,당랑거철,螳螂拒轍
_螳_螂_窺_蟬,당랑규선,螳螂窺蟬
_蠢_蠢_無_識,준준무식,蠢蠢無識
_血_緣_關_係,혈연관계,血緣關係
_衆_力_移_山,중력이산,衆力移山
_衆_口_一_辭,중구일사,衆口一辭
_衆_口_鑠_金,중구삭금,衆口鑠金
_衆_口_難_防,중구난방,衆口難防
_衆_寡_不_敵,중과부적,衆寡不敵
_衆_寡_不_敵,중과부적,衆寡不敵
_衆_怒_難_犯,중노난범,衆怒難犯
_衆_議_成_林,중의성림,衆議成林
_行_動_主_義,행동주의,行動主義
_行_動_半_徑,행동반경,行動半徑
_行_動_擧_止,행동거지,行動擧止
_行_政_學_科,행정학과,行政學科
_行_政_村_制,행정촌제,行政村制
_行_政_院_長,행정원장,行政院長
_行_方_不_明,행방불명,行方不明
_行_旅_病_者,행려병자,行旅病者
_行_易_知_難,행이지난,行易知難
_行_進_曲_風,행진곡풍,行進曲風
_街_童_走_卒,가동주졸,街童走卒
_街_談_巷_說,가담항설,街談巷說
_衛_兵_所_長,위병소장,衛兵所長
_衛_正_斥_邪,위정척사,衛正斥邪
_衛_生_學_的,위생학적,衛生學的
_衝_動_購_買,충동구매,衝動購買
_衣_冠_禽_獸,의관금수,衣冠禽獸
_衣_架_飯_囊,의가반낭,衣架飯囊
_衣_錦_夜_行,의금야행,衣錦夜行
_衣_錦_尙_絅,의금상경,衣錦尙絅
_衣_錦_晝_行,의금주행,衣錦晝行
_衣_類_業_界,의류업계,衣類業界
_表_現_主_義,표현주의,表現主義
_袖_手_傍_觀,수수방관,袖手傍觀
_被_告_人_席,피고인석,被告人席
_被_告_發_人,피고발인,被告發人
_被_告_訴_人,피고소인,被告訴人
_被_征_服_民,피정복민,被征服民
_被_征_服_者,피정복자,被征服者
_被_拘_束_性,피구속성,被拘束性
_被_拘_束_者,피구속자,被拘束者
_被_拘_禁_者,피구금자,被拘禁者
_被_支_配_層,피지배층,被支配層
_被_支_配_者,피지배자,被支配者
_被_敎_育_者,피교육자,被敎育者
_被_申_請_人,피신청인,被申請人
_被_發_行_人,피발행인,被發行人
_被_請_求_人,피청구인,被請求人
_被_逮_捕_者,피체포자,被逮捕者
_被_選_擧_權,피선거권,被選擧權
_製_作_業_體,제작업체,製作業體
_製_紙_業_體,제지업체,製紙業體
_製_菓_用_品,제과용품,製菓用品
_製_造_倉_化,제조창화,製造倉化
_製_造_業_界,제조업계,製造業界
_製_造_業_者,제조업자,製造業者
_製_造_業_體,제조업체,製造業體
_製_鋼_所_長,제강소장,製鋼所長
_複_雜_多_岐,복잡다기,複雜多岐
_複_雜_多_端,복잡다단,複雜多端
_西_勢_東_占,서세동점,西勢東占
_西_山_落_日,서산낙일,西山落日
_西_方_淨_土,서방정토,西方淨土
_西_施_捧_心,서시봉심,西施捧心
_西_河_之_痛,서하지통,西河之痛
_西_班_牙_語,서반아어,西班牙語
_要_所_要_所,요소요소,要所要所
